id,total_amount,amount_due,issue_date,due_date,paid_on_date,payer_id,days_to_pay,days_overdue_actual,status,current_days_overdue,issue_month,simulated_writeoff_date
9362,55265,65018.0,2022-04-30,2022-05-30,,qP8aPNQI3L5pZLvDKK2B,,,Overdue,154.0,2022-04,2022-08-28
9363,13082,15390.0,2022-04-30,2022-06-14,,HLLRMUPgNn7VS1rPUtJ5,,,Overdue,139.0,2022-04,2022-09-12
9364,13082,15390.0,2022-04-30,2022-06-14,,HLLRMUPgNn7VS1rPUtJ5,,,Overdue,139.0,2022-04,2022-09-12
9365,18425,21676.0,2022-04-30,2022-06-29,,KcagRYkfO4ZasSxwgOMl,,,Overdue,124.0,2022-04,2022-09-27
9366,22440,26400.0,2022-04-30,2022-06-29,,0p6q6FKfr6MXcJHiCYRZ,,,Overdue,124.0,2022-04,2022-09-27
9367,110925,0.0,2022-04-30,2022-05-15,2022-05-19,8QOguMYSMjT5VOZIGtKu,19.0,4.0,Paid,,2022-04,2022-08-13
9368,177480,0.0,2022-04-30,2022-05-15,2022-05-19,8QOguMYSMjT5VOZIGtKu,19.0,4.0,Paid,,2022-04,2022-08-13
9369,32117,37785.0,2022-04-30,2022-06-14,,OV2y2RbYygijYB0GHMAH,,,Overdue,139.0,2022-04,2022-09-12
9370,160921,0.0,2022-04-30,2022-05-30,2022-04-30,WnlQDEb44NrSdA6IJhyq,0.0,-30.0,Paid,,2022-04,2022-08-28
9371,48535,57100.0,2022-04-30,2022-07-29,,urA8oi9jXtdxFnG8UaWK,,,Overdue,94.0,2022-04,2022-10-27
9372,102663,120780.0,2022-04-30,2022-07-29,,urA8oi9jXtdxFnG8UaWK,,,Overdue,94.0,2022-04,2022-10-27
9373,263990,310576.0,2022-04-30,2022-05-30,,gamjAwI3VnxuEuLD7mwT,,,Overdue,154.0,2022-04,2022-08-28
9374,163543,192404.0,2022-04-30,2022-06-14,,HsAmSGbjCOM4MwOU0WwY,,,Overdue,139.0,2022-04,2022-09-12
9375,20325,23912.0,2022-04-30,2022-05-30,,9Ez4a18dPiQIvzeDMSh5,,,Overdue,154.0,2022-04,2022-08-28
9376,146561,0.0,2022-04-30,2022-05-30,2022-05-17,0cfsecX5PFKjTBEQuku3,17.0,-13.0,Paid,,2022-04,2022-08-28
9377,20400,0.0,2022-04-30,2022-05-30,2022-05-17,0cfsecX5PFKjTBEQuku3,17.0,-13.0,Paid,,2022-04,2022-08-28
9378,97708,0.0,2022-04-30,2022-05-30,2022-05-17,0cfsecX5PFKjTBEQuku3,17.0,-13.0,Paid,,2022-04,2022-08-28
9379,732806,0.0,2022-04-30,2022-05-30,2022-05-17,0cfsecX5PFKjTBEQuku3,17.0,-13.0,Paid,,2022-04,2022-08-28
9380,229500,0.0,2022-04-30,2022-05-30,2022-05-17,0cfsecX5PFKjTBEQuku3,17.0,-13.0,Paid,,2022-04,2022-08-28
9381,45900,0.0,2022-04-30,2022-05-30,2022-05-17,0cfsecX5PFKjTBEQuku3,17.0,-13.0,Paid,,2022-04,2022-08-28
9382,61200,0.0,2022-04-30,2022-05-30,2022-05-17,0cfsecX5PFKjTBEQuku3,17.0,-13.0,Paid,,2022-04,2022-08-28
9383,341976,0.0,2022-04-30,2022-05-30,2022-05-17,0cfsecX5PFKjTBEQuku3,17.0,-13.0,Paid,,2022-04,2022-08-28
9384,48854,0.0,2022-04-30,2022-05-30,2022-05-17,0cfsecX5PFKjTBEQuku3,17.0,-13.0,Paid,,2022-04,2022-08-28
9385,152556,0.0,2022-04-30,2022-05-30,2022-05-31,0fav4IMU83cEbqzZ42bl,31.0,1.0,Paid,,2022-04,2022-08-28
9386,50852,0.0,2022-04-30,2022-05-30,2022-05-31,0fav4IMU83cEbqzZ42bl,31.0,1.0,Paid,,2022-04,2022-08-28
9387,15619,18375.0,2022-04-30,2022-06-29,,0Df7OekBKNYtNfrCkXyi,,,Overdue,124.0,2022-04,2022-09-27
9388,57120,0.0,2022-04-30,2022-05-30,2022-05-27,kE94QhIkkV3BAVtftPLZ,27.0,-3.0,Paid,,2022-04,2022-08-28
9389,51457,60538.0,2022-04-30,2022-06-29,,lhF03L7I5kMc7bxLih1A,,,Overdue,124.0,2022-04,2022-09-27
9390,528577,621855.0,2022-04-30,2022-06-29,,huIXEhxBfSOq548jUIhM,,,Overdue,124.0,2022-04,2022-09-27
9391,374659,440775.0,2022-04-30,2022-06-29,,huIXEhxBfSOq548jUIhM,,,Overdue,124.0,2022-04,2022-09-27
9392,43631,39362.0,2022-04-30,2022-06-29,,pKey9MQ59wyF6GhjWM5p,,,Overdue,124.0,2022-04,2022-09-27
9393,448459,0.0,2022-04-30,2022-06-29,2022-05-17,kALsymEb2wujiPvDLmmA,17.0,-43.0,Paid,,2022-04,2022-09-27
9394,65019,0.0,2022-04-30,2022-06-29,2022-05-17,kALsymEb2wujiPvDLmmA,17.0,-43.0,Paid,,2022-04,2022-09-27
9395,18105,21300.0,2022-04-30,2022-05-30,,zTGE6kZAHNyoSVAdVU7S,,,Overdue,154.0,2022-04,2022-08-28
9396,489495,573050.0,2022-04-30,2022-05-30,,zTGE6kZAHNyoSVAdVU7S,,,Overdue,154.0,2022-04,2022-08-28
9397,63368,74550.0,2022-04-30,2022-05-30,,zTGE6kZAHNyoSVAdVU7S,,,Overdue,154.0,2022-04,2022-08-28
9398,51110,60129.0,2022-04-30,2022-06-14,,27klxxgMyhJtvRYnVLpK,,,Overdue,139.0,2022-04,2022-09-12
9399,90862,106896.0,2022-04-30,2022-06-14,,27klxxgMyhJtvRYnVLpK,,,Overdue,139.0,2022-04,2022-09-12
9400,14436,16984.0,2022-04-30,2022-06-14,,ZpV81GjkqrGktBK9SlSt,,,Overdue,139.0,2022-04,2022-09-12
9401,25061,29483.0,2022-04-30,2022-06-14,,ZpV81GjkqrGktBK9SlSt,,,Overdue,139.0,2022-04,2022-09-12
9402,47790,56223.0,2022-04-30,2022-06-29,,IyjuFpgJXfqECq1QrSpG,,,Overdue,124.0,2022-04,2022-09-27
9403,123668,145492.0,2022-04-30,2022-06-29,,IyjuFpgJXfqECq1QrSpG,,,Overdue,124.0,2022-04,2022-09-27
9404,63809,75069.0,2022-04-30,2022-06-29,,IyjuFpgJXfqECq1QrSpG,,,Overdue,124.0,2022-04,2022-09-27
9405,29580,0.0,2022-04-30,2022-06-14,2022-07-08,9MOgDPtLcmLnRyktaiEN,69.0,24.0,Paid,,2022-04,2022-09-12
9406,49300,0.0,2022-04-30,2022-06-14,2022-07-08,9MOgDPtLcmLnRyktaiEN,69.0,24.0,Paid,,2022-04,2022-09-12
9407,24650,0.0,2022-04-30,2022-06-14,2022-07-08,9MOgDPtLcmLnRyktaiEN,69.0,24.0,Paid,,2022-04,2022-09-12
9408,22185,0.0,2022-04-30,2022-06-14,2022-07-08,9MOgDPtLcmLnRyktaiEN,69.0,24.0,Paid,,2022-04,2022-09-12
9409,533044,0.0,2022-04-30,2022-06-14,2022-09-12,9MOgDPtLcmLnRyktaiEN,135.0,90.0,Paid,,2022-04,2022-09-12
9410,771537,0.0,2022-04-30,2022-06-14,2022-09-12,9MOgDPtLcmLnRyktaiEN,135.0,90.0,Paid,,2022-04,2022-09-12
9411,292661,0.0,2022-04-30,2022-06-29,2022-11-21,nELQW5vJOSBCgiwHissH,205.0,145.0,Paid,,2022-04,2022-09-27
9412,455205,0.0,2022-04-30,2022-06-29,2022-11-21,nELQW5vJOSBCgiwHissH,205.0,145.0,Paid,,2022-04,2022-09-27
9413,273280,0.0,2022-04-30,2022-06-29,2022-11-21,nELQW5vJOSBCgiwHissH,205.0,145.0,Paid,,2022-04,2022-09-27
9414,172304,0.0,2022-04-30,2022-05-30,2022-09-23,lcf2JhiIG9VtttWd9u05,146.0,116.0,Paid,,2022-04,2022-08-28
9415,130203,0.0,2022-04-30,2022-05-30,2022-09-24,lcf2JhiIG9VtttWd9u05,147.0,117.0,Paid,,2022-04,2022-08-28
9416,2948249,0.0,2022-04-30,2022-05-30,2022-09-24,R5lEBrpb5UaVuhYbMaPZ,147.0,117.0,Paid,,2022-04,2022-08-28
9417,7010149,0.0,2022-04-30,2022-05-30,2022-09-23,R5lEBrpb5UaVuhYbMaPZ,146.0,116.0,Paid,,2022-04,2022-08-28
9418,22993,0.0,2022-04-30,2022-07-29,2022-09-23,6JiVpSAze286QFXb9RXK,146.0,56.0,Paid,,2022-04,2022-10-27
9419,211531,0.0,2022-04-30,2022-07-29,2022-09-23,6JiVpSAze286QFXb9RXK,146.0,56.0,Paid,,2022-04,2022-10-27
9420,163247,0.0,2022-04-30,2022-07-29,2022-09-23,6JiVpSAze286QFXb9RXK,146.0,56.0,Paid,,2022-04,2022-10-27
9421,98872,0.0,2022-04-30,2022-07-29,2022-09-23,6JiVpSAze286QFXb9RXK,146.0,56.0,Paid,,2022-04,2022-10-27
9422,22993,0.0,2022-04-30,2022-07-29,2022-09-23,6JiVpSAze286QFXb9RXK,146.0,56.0,Paid,,2022-04,2022-10-27
9423,67176,0.0,2022-04-30,2022-05-30,2022-09-29,meQJxx6s76FVcIR55ODP,152.0,122.0,Paid,,2022-04,2022-08-28
9424,123930,0.0,2022-04-30,2022-05-07,2022-04-30,t15bRKcpI9lxndY48Ylw,0.0,-7.0,Paid,,2022-04,2022-08-05
9425,30391,0.0,2022-04-30,2022-05-10,2022-05-09,IvZZzaOXGOXYwrSyWav9,9.0,-1.0,Paid,,2022-04,2022-08-08
9426,342848,0.0,2022-05-01,2022-06-15,2022-07-14,h7ynoQRLTYtE3BJzpMBi,74.0,29.0,Paid,,2022-05,2022-09-13
9427,1456135,0.0,2022-05-01,2022-06-15,2022-07-14,h7ynoQRLTYtE3BJzpMBi,74.0,29.0,Paid,,2022-05,2022-09-13
9428,38134,0.0,2022-05-01,2022-05-31,2022-09-24,R5lEBrpb5UaVuhYbMaPZ,146.0,116.0,Paid,,2022-05,2022-08-29
9429,43294,0.0,2022-05-01,2022-05-31,2022-09-24,R5lEBrpb5UaVuhYbMaPZ,146.0,116.0,Paid,,2022-05,2022-08-29
9430,23588,0.0,2022-05-02,2022-06-16,2022-09-17,EUoAdD8W9LmJRNpxGQpf,138.0,93.0,Paid,,2022-05,2022-09-14
9431,99323,0.0,2022-05-02,2022-07-01,2022-10-14,yMUXolsw5xPmcmo8KRsI,165.0,105.0,Paid,,2022-05,2022-09-29
9432,1505431,0.0,2022-05-02,2022-06-01,2022-06-10,wPe8rI8GcZORXC2wjYyh,39.0,9.0,Paid,,2022-05,2022-08-30
9433,521110,0.0,2022-05-02,2022-06-01,2022-06-10,wPe8rI8GcZORXC2wjYyh,39.0,9.0,Paid,,2022-05,2022-08-30
9434,2784148,0.0,2022-05-02,2022-06-16,2022-06-23,WfLk5Mql7UpNovIJPp6C,52.0,7.0,Paid,,2022-05,2022-09-14
9435,2766896,0.0,2022-05-02,2022-06-16,2022-06-23,WfLk5Mql7UpNovIJPp6C,52.0,7.0,Paid,,2022-05,2022-09-14
9436,2113694,0.0,2022-05-02,2022-07-01,2022-06-20,yMUXolsw5xPmcmo8KRsI,49.0,-11.0,Paid,,2022-05,2022-09-29
9437,2692917,0.0,2022-05-02,2022-05-02,2022-06-04,NAjIqWHdkYIerr4y239b,33.0,33.0,Paid,,2022-05,2022-07-31
9438,105315,0.0,2022-05-02,2022-07-01,2022-07-30,yMUXolsw5xPmcmo8KRsI,89.0,29.0,Paid,,2022-05,2022-09-29
9439,237150,0.0,2022-05-02,2022-07-01,2022-07-18,yMUXolsw5xPmcmo8KRsI,77.0,17.0,Paid,,2022-05,2022-09-29
9440,1845951,0.0,2022-05-02,2022-06-01,2022-07-21,MMhbzUCDRl4noq54mRux,80.0,50.0,Paid,,2022-05,2022-08-30
9441,3019291,0.0,2022-05-02,2022-06-01,2022-06-27,ryej13rMSEWlm68mjxF4,56.0,26.0,Paid,,2022-05,2022-08-30
9442,1904631,2240742.0,2022-05-02,2022-07-01,,EsTwsL9XKg2gf0VLSZeB,,,Overdue,122.0,2022-05,2022-09-29
9443,199661,0.0,2022-05-02,2022-07-01,2022-11-21,nELQW5vJOSBCgiwHissH,203.0,143.0,Paid,,2022-05,2022-09-29
9444,212375,0.0,2022-05-02,2022-07-01,2022-11-21,nELQW5vJOSBCgiwHissH,203.0,143.0,Paid,,2022-05,2022-09-29
9445,211213,0.0,2022-05-02,2022-07-01,2022-11-21,nELQW5vJOSBCgiwHissH,203.0,143.0,Paid,,2022-05,2022-09-29
9446,310825,0.0,2022-05-02,2022-07-01,2022-11-21,nELQW5vJOSBCgiwHissH,203.0,143.0,Paid,,2022-05,2022-09-29
9447,351368,0.0,2022-05-02,2022-07-01,2022-11-21,nELQW5vJOSBCgiwHissH,203.0,143.0,Paid,,2022-05,2022-09-29
9448,320416,0.0,2022-05-02,2022-07-01,2022-11-21,nELQW5vJOSBCgiwHissH,203.0,143.0,Paid,,2022-05,2022-09-29
9449,316638,0.0,2022-05-02,2022-07-01,2022-11-21,nELQW5vJOSBCgiwHissH,203.0,143.0,Paid,,2022-05,2022-09-29
9450,170016,0.0,2022-05-02,2022-07-01,2022-11-21,nELQW5vJOSBCgiwHissH,203.0,143.0,Paid,,2022-05,2022-09-29
9451,37324,0.0,2022-05-02,2022-06-01,2022-09-24,R5lEBrpb5UaVuhYbMaPZ,145.0,115.0,Paid,,2022-05,2022-08-30
9452,40713,0.0,2022-05-02,2022-06-01,2022-09-24,R5lEBrpb5UaVuhYbMaPZ,145.0,115.0,Paid,,2022-05,2022-08-30
9453,55584,0.0,2022-05-03,2022-06-02,2022-10-12,R5lEBrpb5UaVuhYbMaPZ,162.0,132.0,Paid,,2022-05,2022-08-31
9454,31578,0.0,2022-05-03,2022-06-02,2022-10-12,R5lEBrpb5UaVuhYbMaPZ,162.0,132.0,Paid,,2022-05,2022-08-31
9455,545356,0.0,2022-05-03,2022-06-02,2022-10-12,R5lEBrpb5UaVuhYbMaPZ,162.0,132.0,Paid,,2022-05,2022-08-31
9456,2320240,0.0,2022-05-03,2022-06-02,2022-05-07,pKey9MQ59wyF6GhjWM5p,4.0,-26.0,Paid,,2022-05,2022-08-31
9457,3383094,0.0,2022-05-03,2022-07-02,2022-09-29,WfLk5Mql7UpNovIJPp6C,149.0,89.0,Paid,,2022-05,2022-09-30
9458,904596,0.0,2022-05-03,2022-06-02,2022-05-26,R5lEBrpb5UaVuhYbMaPZ,23.0,-7.0,Paid,,2022-05,2022-08-31
9459,1558632,0.0,2022-05-04,2022-05-19,2022-06-24,C10LBuvfOEK3POvdTOTv,51.0,36.0,Paid,,2022-05,2022-08-17
9460,56228,0.0,2022-05-04,2022-06-03,2022-05-26,DZIrJGqKsZNgASAes5XJ,22.0,-8.0,Paid,,2022-05,2022-09-01
9461,17850,0.0,2022-05-04,2022-05-14,2022-06-29,RN3oaBITkWNhoCvndt0x,56.0,46.0,Paid,,2022-05,2022-08-12
9462,14153,0.0,2022-05-04,2022-05-14,2022-06-29,RN3oaBITkWNhoCvndt0x,56.0,46.0,Paid,,2022-05,2022-08-12
9463,22015,0.0,2022-05-04,2022-05-14,2022-06-29,RN3oaBITkWNhoCvndt0x,56.0,46.0,Paid,,2022-05,2022-08-12
9464,23800,0.0,2022-05-04,2022-05-14,2022-06-29,RN3oaBITkWNhoCvndt0x,56.0,46.0,Paid,,2022-05,2022-08-12
9465,17850,0.0,2022-05-04,2022-05-14,2022-06-29,RN3oaBITkWNhoCvndt0x,56.0,46.0,Paid,,2022-05,2022-08-12
9466,20825,0.0,2022-05-04,2022-05-14,2022-06-29,RN3oaBITkWNhoCvndt0x,56.0,46.0,Paid,,2022-05,2022-08-12
9467,20443,0.0,2022-05-04,2022-05-14,2022-06-29,RN3oaBITkWNhoCvndt0x,56.0,46.0,Paid,,2022-05,2022-08-12
9468,904596,0.0,2022-05-04,2022-06-03,2022-10-12,R5lEBrpb5UaVuhYbMaPZ,161.0,131.0,Paid,,2022-05,2022-09-01
9469,2863866,0.0,2022-05-04,2022-06-18,2022-09-29,WfLk5Mql7UpNovIJPp6C,148.0,103.0,Paid,,2022-05,2022-09-16
9470,3383094,0.0,2022-05-04,2022-07-03,2022-09-29,WfLk5Mql7UpNovIJPp6C,148.0,88.0,Paid,,2022-05,2022-10-01
9471,59432,0.0,2022-05-04,2022-07-03,2022-06-06,FglbGlcY4DTO2EwG2tpG,33.0,-27.0,Paid,,2022-05,2022-10-01
9472,744481,0.0,2022-05-04,2022-05-11,2022-06-08,yPeMoGDmQEmXiczEJTFH,35.0,28.0,Paid,,2022-05,2022-08-09
9473,2176505,0.0,2022-05-04,2022-05-04,2022-04-26,W7RV5xv0lH3oB4GJY20C,-8.0,-8.0,Paid,,2022-05,2022-08-02
9474,169753,199709.0,2022-05-04,2022-07-03,,pKey9MQ59wyF6GhjWM5p,,,Overdue,120.0,2022-05,2022-10-01
9475,2163507,2545302.0,2022-05-04,2022-09-01,,w7TWUL5cbJ43hYdVEzFU,,,Overdue,60.0,2022-05,2022-11-30
9476,2283169,0.0,2022-05-04,2022-06-03,2022-07-12,pKey9MQ59wyF6GhjWM5p,69.0,39.0,Paid,,2022-05,2022-09-01
9477,14535,0.0,2022-05-04,2022-06-18,2022-09-16,6qn2bbbcF2bdcg2Be7s5,135.0,90.0,Paid,,2022-05,2022-09-16
9478,52326,0.0,2022-05-04,2022-06-18,2022-09-16,6qn2bbbcF2bdcg2Be7s5,135.0,90.0,Paid,,2022-05,2022-09-16
9479,13082,15390.0,2022-05-04,2022-06-18,,HLLRMUPgNn7VS1rPUtJ5,,,Overdue,135.0,2022-05,2022-09-16
9480,14535,17100.0,2022-05-04,2022-06-18,,HLLRMUPgNn7VS1rPUtJ5,,,Overdue,135.0,2022-05,2022-09-16
9481,338434,0.0,2022-05-04,2022-07-03,2022-11-21,nELQW5vJOSBCgiwHissH,201.0,141.0,Paid,,2022-05,2022-10-01
9482,320416,0.0,2022-05-04,2022-07-03,2022-11-21,nELQW5vJOSBCgiwHissH,201.0,141.0,Paid,,2022-05,2022-10-01
9483,59160,0.0,2022-05-04,2022-05-04,2022-05-05,8lersbgABSunn070MQcD,1.0,1.0,Paid,,2022-05,2022-08-02
9484,156241,183813.0,2022-05-05,2022-07-04,,pKey9MQ59wyF6GhjWM5p,,,Overdue,119.0,2022-05,2022-10-02
9485,395321,0.0,2022-05-05,2022-05-25,2022-09-02,EcSvupskCynyDL5icR8D,120.0,100.0,Paid,,2022-05,2022-08-23
9486,14620,0.0,2022-05-05,2022-06-19,2022-09-17,EUoAdD8W9LmJRNpxGQpf,135.0,90.0,Paid,,2022-05,2022-09-17
9487,293250,0.0,2022-05-05,2022-06-04,2022-06-15,5X7tvICxPMxRK289jeSe,41.0,11.0,Paid,,2022-05,2022-09-02
9488,12580,0.0,2022-05-05,2022-05-15,2022-06-29,RN3oaBITkWNhoCvndt0x,55.0,45.0,Paid,,2022-05,2022-08-13
9489,954794,1123287.0,2022-05-05,2022-07-04,,X7KDoztwcxzysJxWh3cv,,,Overdue,119.0,2022-05,2022-10-02
9490,2224663,0.0,2022-05-05,2022-05-05,2022-04-26,W7RV5xv0lH3oB4GJY20C,-9.0,-9.0,Paid,,2022-05,2022-08-03
9491,2154159,2534305.0,2022-05-05,2022-09-02,,w7TWUL5cbJ43hYdVEzFU,,,Overdue,59.0,2022-05,2022-12-01
9492,2027775,2385618.0,2022-05-05,2022-09-02,,w7TWUL5cbJ43hYdVEzFU,,,Overdue,59.0,2022-05,2022-12-01
9493,17544,0.0,2022-05-05,2022-06-04,2022-08-11,NF2WnDtKnpYIlqslEH3b,98.0,68.0,Paid,,2022-05,2022-09-02
9494,21888,0.0,2022-05-05,2022-06-19,2022-07-21,ZW6w9gaZiYJ45oS7t5Bb,77.0,32.0,Paid,,2022-05,2022-09-17
9495,159765,0.0,2022-05-05,2022-07-04,2022-08-25,pKey9MQ59wyF6GhjWM5p,112.0,52.0,Paid,,2022-05,2022-10-02
9496,173304,0.0,2022-05-05,2022-07-04,2022-08-25,pKey9MQ59wyF6GhjWM5p,112.0,52.0,Paid,,2022-05,2022-10-02
9497,173454,0.0,2022-05-05,2022-07-04,2022-08-25,pKey9MQ59wyF6GhjWM5p,112.0,52.0,Paid,,2022-05,2022-10-02
9498,174056,0.0,2022-05-05,2022-07-04,2022-08-25,pKey9MQ59wyF6GhjWM5p,112.0,52.0,Paid,,2022-05,2022-10-02
9499,173831,0.0,2022-05-05,2022-07-04,2022-08-25,pKey9MQ59wyF6GhjWM5p,112.0,52.0,Paid,,2022-05,2022-10-02
9500,173530,0.0,2022-05-05,2022-07-04,2022-08-25,pKey9MQ59wyF6GhjWM5p,112.0,52.0,Paid,,2022-05,2022-10-02
9501,172778,0.0,2022-05-05,2022-07-04,2022-08-25,pKey9MQ59wyF6GhjWM5p,112.0,52.0,Paid,,2022-05,2022-10-02
9502,1937238,2279103.0,2022-05-05,2022-07-04,,EsTwsL9XKg2gf0VLSZeB,,,Overdue,119.0,2022-05,2022-10-02
9503,271445,0.0,2022-05-05,2022-07-04,2022-11-21,nELQW5vJOSBCgiwHissH,200.0,140.0,Paid,,2022-05,2022-10-02
9504,323322,0.0,2022-05-05,2022-07-04,2022-11-21,nELQW5vJOSBCgiwHissH,200.0,140.0,Paid,,2022-05,2022-10-02
9505,255170,0.0,2022-05-05,2022-07-04,2022-11-21,nELQW5vJOSBCgiwHissH,200.0,140.0,Paid,,2022-05,2022-10-02
9506,841502,0.0,2022-05-05,2022-07-04,2022-11-21,nELQW5vJOSBCgiwHissH,200.0,140.0,Paid,,2022-05,2022-10-02
9507,500096,588348.0,2022-05-06,2022-07-05,,pKey9MQ59wyF6GhjWM5p,,,Overdue,118.0,2022-05,2022-10-03
9508,78811,92719.0,2022-05-06,2022-07-05,,pKey9MQ59wyF6GhjWM5p,,,Overdue,118.0,2022-05,2022-10-03
9509,43139,0.0,2022-05-06,2022-07-05,2022-10-25,pKey9MQ59wyF6GhjWM5p,172.0,112.0,Paid,,2022-05,2022-10-03
9510,35765,0.0,2022-05-06,2022-06-05,2022-10-12,R5lEBrpb5UaVuhYbMaPZ,159.0,129.0,Paid,,2022-05,2022-09-03
9511,46152,0.0,2022-05-06,2022-06-05,2022-10-12,R5lEBrpb5UaVuhYbMaPZ,159.0,129.0,Paid,,2022-05,2022-09-03
9512,2757207,0.0,2022-05-06,2022-06-20,2022-09-29,WfLk5Mql7UpNovIJPp6C,146.0,101.0,Paid,,2022-05,2022-09-18
9513,3382417,0.0,2022-05-06,2022-07-05,2022-09-29,WfLk5Mql7UpNovIJPp6C,146.0,86.0,Paid,,2022-05,2022-10-03
9514,3247689,0.0,2022-05-06,2022-07-05,2022-09-29,WfLk5Mql7UpNovIJPp6C,146.0,86.0,Paid,,2022-05,2022-10-03
9515,1727384,0.0,2022-05-06,2022-07-05,2022-07-31,2pqbHx80DqQkTHGflZz9,86.0,26.0,Paid,,2022-05,2022-10-03
9516,2028647,2386644.0,2022-05-06,2022-09-03,,w7TWUL5cbJ43hYdVEzFU,,,Overdue,58.0,2022-05,2022-12-02
9517,694147,0.0,2022-05-06,2022-07-05,2022-06-27,IrPgxc44fxbwZMygGbP4,52.0,-8.0,Paid,,2022-05,2022-10-03
9518,19383,22803.0,2022-05-06,2022-07-05,,X7KDoztwcxzysJxWh3cv,,,Overdue,118.0,2022-05,2022-10-03
9519,1941399,2283999.0,2022-05-06,2022-07-05,,EsTwsL9XKg2gf0VLSZeB,,,Overdue,118.0,2022-05,2022-10-03
9520,338857,0.0,2022-05-06,2022-07-05,2022-11-21,nELQW5vJOSBCgiwHissH,199.0,139.0,Paid,,2022-05,2022-10-03
9521,155678,0.0,2022-05-07,2022-06-21,2022-10-03,EUoAdD8W9LmJRNpxGQpf,149.0,104.0,Paid,,2022-05,2022-09-19
9522,301835,0.0,2022-05-07,2022-06-21,2022-10-03,EUoAdD8W9LmJRNpxGQpf,149.0,104.0,Paid,,2022-05,2022-09-19
9523,2031246,0.0,2022-05-07,2022-06-06,2022-10-06,XEjcUkcLpgCQ2wiuvvPz,152.0,122.0,Paid,,2022-05,2022-09-04
9524,35421,0.0,2022-05-07,2022-06-06,2022-10-12,R5lEBrpb5UaVuhYbMaPZ,158.0,128.0,Paid,,2022-05,2022-09-04
9525,2149128,0.0,2022-05-07,2022-06-21,2022-09-29,WfLk5Mql7UpNovIJPp6C,145.0,100.0,Paid,,2022-05,2022-09-19
9526,2877206,0.0,2022-05-07,2022-06-21,2022-09-29,WfLk5Mql7UpNovIJPp6C,145.0,100.0,Paid,,2022-05,2022-09-19
9527,59432,0.0,2022-05-07,2022-07-06,2022-06-06,FglbGlcY4DTO2EwG2tpG,30.0,-30.0,Paid,,2022-05,2022-10-04
9528,2281879,0.0,2022-05-07,2022-07-06,2022-08-05,L82sqrGYgg96SzF8Odtm,90.0,30.0,Paid,,2022-05,2022-10-04
9529,2195808,0.0,2022-05-07,2022-07-06,2022-08-05,L82sqrGYgg96SzF8Odtm,90.0,30.0,Paid,,2022-05,2022-10-04
9530,2210407,0.0,2022-05-07,2022-06-06,2022-08-09,UZafolcV260GykSTkt7E,94.0,64.0,Paid,,2022-05,2022-09-04
9531,697607,0.0,2022-05-07,2022-07-06,2022-08-25,pKey9MQ59wyF6GhjWM5p,110.0,50.0,Paid,,2022-05,2022-10-04
9532,1916903,0.0,2022-05-07,2022-06-06,2022-06-22,OwCPJi0EvXC87JcEEHSc,46.0,16.0,Paid,,2022-05,2022-09-04
9533,289967,341138.0,2022-05-07,2022-06-06,,qUQkff4yjDAAZQTI7shk,,,Overdue,147.0,2022-05,2022-09-04
9534,294882,346920.0,2022-05-07,2022-06-06,,qUQkff4yjDAAZQTI7shk,,,Overdue,147.0,2022-05,2022-09-04
9535,13388,0.0,2022-05-08,2022-06-22,2022-10-03,EUoAdD8W9LmJRNpxGQpf,148.0,103.0,Paid,,2022-05,2022-09-20
9536,3190081,0.0,2022-05-08,2022-06-07,2022-09-03,ryej13rMSEWlm68mjxF4,118.0,88.0,Paid,,2022-05,2022-09-05
9537,2878319,0.0,2022-05-08,2022-06-22,2022-09-29,WfLk5Mql7UpNovIJPp6C,144.0,99.0,Paid,,2022-05,2022-09-20
9538,3246335,0.0,2022-05-08,2022-07-07,2022-09-29,WfLk5Mql7UpNovIJPp6C,144.0,84.0,Paid,,2022-05,2022-10-05
9539,61664,0.0,2022-05-08,2022-07-07,2022-06-07,FglbGlcY4DTO2EwG2tpG,30.0,-30.0,Paid,,2022-05,2022-10-05
9540,2276692,0.0,2022-05-08,2022-07-07,2022-08-05,L82sqrGYgg96SzF8Odtm,89.0,29.0,Paid,,2022-05,2022-10-05
9541,2209861,0.0,2022-05-08,2022-07-07,2022-08-05,L82sqrGYgg96SzF8Odtm,89.0,29.0,Paid,,2022-05,2022-10-05
9542,2270742,0.0,2022-05-08,2022-07-07,2022-08-05,L82sqrGYgg96SzF8Odtm,89.0,29.0,Paid,,2022-05,2022-10-05
9543,2183210,0.0,2022-05-08,2022-06-07,2022-07-12,pKey9MQ59wyF6GhjWM5p,65.0,35.0,Paid,,2022-05,2022-09-05
9544,462062,0.0,2022-05-08,2022-06-07,2022-07-12,pKey9MQ59wyF6GhjWM5p,65.0,35.0,Paid,,2022-05,2022-09-05
9545,2246494,0.0,2022-05-08,2022-07-07,2022-08-26,oA4JWOGdLPF3CICH8riJ,110.0,50.0,Paid,,2022-05,2022-10-05
9546,798278,939151.0,2022-05-09,2022-07-08,,pKey9MQ59wyF6GhjWM5p,,,Overdue,115.0,2022-05,2022-10-06
9547,104232,122626.0,2022-05-09,2022-07-08,,pKey9MQ59wyF6GhjWM5p,,,Overdue,115.0,2022-05,2022-10-06
9548,369827,435090.0,2022-05-09,2022-07-08,,pKey9MQ59wyF6GhjWM5p,,,Overdue,115.0,2022-05,2022-10-06
