payer_id,total_count,total_lifetime_vol,current_outstanding,avg_days_late,paid_count,total_paid_vol,segment
Mk9gx6H1XDvxy3dlbgw6,9,347440,0.0,33.44444444444444,9.0,347440.0,Late Payer
MoD0eaJ0NEkwYEJw9xpF,1,112200,7400.0,0.0,,,High Risk / Non-Payer
MpPzW4CIbhvRtxWFQjPo,17,1182844,0.0,23.470588235294116,17.0,1182844.0,Late Payer
Mt0RXWEqeFVu6enqWsaW,3,2679987,352844.0,156.0,2.0,2380070.0,Very Late / Risk
N2Jk96x8yGQN9nmOknWB,2,94139,0.0,131.0,2.0,94139.0,Very Late / Risk
NAjIqWHdkYIerr4y239b,222,295732919,82258286.0,111.42307692307692,182.0,222203599.0,Very Late / Risk
NBZrBQbD9OTGTAbkeohj,1,1331238,0.0,63.0,1.0,1331238.0,Very Late / Risk
NF2WnDtKnpYIlqslEH3b,56,9176334,3974322.0,38.15686274509804,51.0,5798160.0,Late Payer
NMj5ryaP1up5tq1ojmN2,2,392870,0.0,70.5,2.0,392870.0,Very Late / Risk
NMzmla6SQ8xWrLtLX1IU,4,1705497,1406467.0,3.0,2.0,304979.0,Slow but Steady
NTJYTj1yiKbYkIMHaQPs,1,225675,0.0,5.0,1.0,225675.0,Slow but Steady
NaIw5g2aYENNlc19GmcL,3,958864,0.0,7.333333333333333,3.0,958864.0,Slow but Steady
NiKaIPB15ArvJcpFfEe1,2,241657,74080.0,12.0,1.0,115722.0,Slow but Steady
O13KtJKydz5lVRI9tkD4,18,1432943,722806.0,30.083333333333332,12.0,818558.0,Late Payer
OAqfPThL5FKVZb4ISRx9,1,18255,0.0,6.0,1.0,18255.0,Slow but Steady
OELanaSuRBmVXuUVxKQS,3,195458,0.0,122.33333333333333,3.0,195458.0,Very Late / Risk
OKbDYf9MS2t9beMxEcJB,2,582590,0.0,-4.0,2.0,582590.0,Prompt Payer
OPvodM1IQ1CMVqw60gxT,4,9759233,0.0,146.5,4.0,9759233.0,Very Late / Risk
OR2FVK0jzcfnxszWMlNV,12,604504,0.0,25.75,12.0,604504.0,Late Payer
OTV8wMtXSvBLAEw89HPl,3,7360637,0.0,47.333333333333336,3.0,7360637.0,Very Late / Risk
OV2y2RbYygijYB0GHMAH,8,1022972,1103495.0,113.0,1.0,83768.0,Very Late / Risk
Oh6UFRG4sphRvI7mM1Na,1,23375,0.0,0.0,1.0,23375.0,Prompt Payer
OqDeLEAcWYVGX9x0iOUs,6,1499406,1764006.0,0.0,,,High Risk / Non-Payer
OwCPJi0EvXC87JcEEHSc,28,47556780,2361739.0,15.777777777777779,27.0,45549302.0,Late Payer
OyTsCR5NEs8mx4oDfzSP,3,274486,109908.0,4.0,2.0,181064.0,Slow but Steady
OyjHOWjTePDe9mdg0XPt,1,1534655,1805476.0,0.0,,,High Risk / Non-Payer
PA6t1lmyHOlrr32964PM,3,1643327,1933326.0,0.0,,,High Risk / Non-Payer
PCa30jeKTOCuhx7p1QA7,2,763832,0.0,35.0,2.0,763832.0,Late Payer
PClsJe3z5vjqgjmu9LmR,1,121662,0.0,-13.0,1.0,121662.0,Prompt Payer
PHxraIRSQ3mwpS3IPTgD,23,2259561,2658304.0,0.0,,,High Risk / Non-Payer
PJO2Zg4BHMim98veujFY,33,1300858,27059.0,6.15625,32.0,1274880.0,Slow but Steady
PQEeI5sOTzK5yePvbDTU,3,6327490,479776.0,2.0,1.0,2044676.0,Slow but Steady
PVPSq4HiqJaLIIVpm5AP,1,249903,294003.0,0.0,,,High Risk / Non-Payer
PgQMnJG9UGAeHvZgv1oJ,8,897932,213546.0,22.0,6.0,716418.0,Late Payer
PhOE91Xe7CmGLBMbB6wD,4,314629,81546.0,15.333333333333334,3.0,245315.0,Late Payer
Pj1FVQd70ghiJTrWqKTR,4,657327,773325.0,0.0,,,High Risk / Non-Payer
PtKripUGrgWtvMK5zvmV,12,810306,14500.0,70.45454545454545,11.0,768231.0,Very Late / Risk
PyPv9LV53Bvg55R5B1Po,1,747614,879546.0,0.0,,,High Risk / Non-Payer
Pz6Ohf0g2EWBGIVhADpe,3,458818,0.0,1.3333333333333333,3.0,458818.0,Slow but Steady
Pzex9Ky0JV7Ho6ajPlW7,3,887145,0.0,-11.0,3.0,887145.0,Prompt Payer
Q1ya1w5Bwe4oE6lNAAZK,5,365729,0.0,3.4,5.0,365729.0,Slow but Steady
QfkReP4didGzXHIsTySb,50,6025395,11800.0,14.551020408163266,49.0,6015365.0,Slow but Steady
Qg7J2NxCShXi92IkJRC6,7,363336,0.0,8.714285714285714,7.0,363336.0,Slow but Steady
QlhPuJjeIODNdqDnewCT,2,2628472,3092320.0,0.0,,,High Risk / Non-Payer
QvaTLEIKL2nHqUFTTNcQ,1,87104,102475.0,0.0,,,High Risk / Non-Payer
R5lEBrpb5UaVuhYbMaPZ,295,88364316,62148381.0,51.850267379679146,187.0,35502263.0,Very Late / Risk
R6vQenTVsqHC4nTrNJe6,1,74205,0.0,0.0,1.0,74205.0,Prompt Payer
RE1J0xn3YnryxUDhhBub,8,2349363,0.0,6.125,8.0,2349363.0,Slow but Steady
RFGd5nlREQOIFAV0SkUN,2,153000,180000.0,0.0,,,High Risk / Non-Payer
RJ1Brep7NqLTOekFFjhv,6,711730,0.0,55.666666666666664,6.0,711730.0,Very Late / Risk
RN3oaBITkWNhoCvndt0x,8,149516,0.0,45.875,8.0,149516.0,Very Late / Risk
RPcn23p8zxoK7gqyixNE,3,161160,0.0,18.333333333333332,3.0,161160.0,Late Payer
RUa7Dh4Gh1uJh9FJFSsq,2,25781,0.0,4.5,2.0,25781.0,Slow but Steady
RbwNJz1GUqrHFur8F9gs,1,170009,0.0,-4.0,1.0,170009.0,Prompt Payer
RgihzU6pRxz07sE1kXVH,34,7514514,3986589.0,21.304347826086957,23.0,4125913.0,Late Payer
RjDrKmdnP5GblkdBDPDR,7,1438875,0.0,176.71428571428572,7.0,1438875.0,Very Late / Risk
RkmhdWBFVMb4J4y9sU2z,14,784440,476839.0,21.0,6.0,379127.0,Late Payer
RyXa2W6L5Pdrrj7ntyMK,2,515355,0.0,21.5,2.0,515355.0,Late Payer
S0QyKFgWel6LWhzc8l1I,1,17227,0.0,16.0,1.0,17227.0,Late Payer
S6isE8Qg9724uE2erXk9,1,2404113,0.0,1.0,1.0,2404113.0,Slow but Steady
SMZOV3vzrsD3RjBVxGgE,2,1724056,2028301.0,0.0,,,High Risk / Non-Payer
SMjAddzGBeySKRFrCmZq,1,712623,538351.0,0.0,,,High Risk / Non-Payer
SPAOIpTl6ldmAMIZFSOP,16,538244,111225.0,34.45454545454545,11.0,358786.0,Late Payer
SPIUn8ILqM17Z3p5O25q,3,48641,0.0,72.66666666666667,3.0,48641.0,Very Late / Risk
SPwjUhNtUXkoq8hqbrXX,1,155465,182900.0,0.0,,,High Risk / Non-Payer
SRyNwRSbaPRzxiSBF0nQ,27,3001367,3531016.0,0.0,,,High Risk / Non-Payer
SUF6gJLDyBOTXaMgqmL8,8,2455946,0.0,-23.5,8.0,2455946.0,Prompt Payer
SZWgGWpqZEIdJEA1oCB1,1,52275,0.0,0.0,1.0,52275.0,Prompt Payer
SeqPJsn3BLdWN9AnQuyd,23,2216229,1457324.0,18.454545454545453,11.0,949685.0,Late Payer
Smqd79xC7V4Ymbe9VGLL,2,236384,142184.0,-5.0,1.0,115528.0,Prompt Payer
SqJkKXHCQj0WKmn7DJL2,1,131138,154280.0,0.0,,,High Risk / Non-Payer
SxshkvCKYjqunlbVVWa3,63,17148455,8397694.0,49.473684210526315,57.0,9998617.0,Very Late / Risk
SyBloUh5AhA9l0uettWH,1,152533,0.0,32.0,1.0,152533.0,Late Payer
T4TzczeC14LyAiYktHPG,30,3013520,236549.0,34.0,24.0,2742375.0,Late Payer
THYPtPgHhFm2owskJpAq,19,7215284,5175990.0,20.25,8.0,2815692.0,Late Payer
TJg1xUikzT2ZhuglL04N,5,619236,0.0,16.0,5.0,619236.0,Late Payer
TNMbvjnYYqqVjAcebtBw,8,610130,0.0,45.875,8.0,610130.0,Very Late / Risk
TOCH93wBqPnZm4CVv0JB,47,4601458,0.0,61.42553191489362,47.0,4601458.0,Very Late / Risk
TXBS1065hIOvQawjY4oC,76,4694797,3527806.0,46.54545454545455,11.0,1696155.0,Very Late / Risk
TihBz2OJGVlnYpNyMMW7,3,231307,0.0,-6.666666666666667,3.0,231307.0,Prompt Payer
Tkl1D54OvG7QYmj2TYXB,15,18419513,7612317.0,19.7,10.0,11136020.0,Late Payer
TsiprJXfirYY9QWvWe0J,9,867440,60518.0,-11.857142857142858,7.0,761411.0,Prompt Payer
TsjNWhxSymvH2h0Ii7aF,40,1623909,3133.0,23.974358974358974,39.0,1581702.0,Late Payer
TtT1bJ7XUYnWmyoNzvOH,1,62858,0.0,0.0,1.0,62858.0,Prompt Payer
UDWFXlpezSFJMZSxqfr3,1,12628,14856.0,0.0,,,High Risk / Non-Payer
UG1QFValPZbnJysHJtsk,3,133008,55816.0,0.0,,,High Risk / Non-Payer
UQixpSyMF0HKJ70mzF53,79,5081510,0.0,64.17721518987342,79.0,5081510.0,Very Late / Risk
UZafolcV260GykSTkt7E,13,33495587,0.0,37.61538461538461,13.0,33495587.0,Late Payer
UoruThVGu5MH3YfA4pwn,1,57970,0.0,0.0,1.0,57970.0,Prompt Payer
V2bcoOepNtRcXPk2HDcg,1,2617514,0.0,-3.0,1.0,2617514.0,Prompt Payer
V3PZnKzmLf86ww3DIOrm,7,401880,0.0,18.142857142857142,7.0,401880.0,Late Payer
V9HIOF7NSnbftE93KDGf,4,526509,165150.0,29.5,2.0,386131.0,Late Payer
VCNeDsgLZLTAYmFy7ysw,4,1431740,1484400.0,0.0,,,High Risk / Non-Payer
VFpiI8IOGS6kBup1fdIE,1,87210,0.0,87.0,1.0,87210.0,Very Late / Risk
VLbpPkMNqSBu3MikxBWO,12,8375243,0.0,35.416666666666664,12.0,8375243.0,Late Payer
VMkKT5mSiIckBLkMyTeG,7,443063,350000.0,61.0,2.0,108843.0,Very Late / Risk
VND48gjqAPPx1IsP2TRG,1,1859684,0.0,11.0,1.0,1859684.0,Slow but Steady
VQHMuSDOFZErZ3SqeNBd,1,119499,0.0,-11.0,1.0,119499.0,Prompt Payer
VZmGvvYnq7VT18oUhvPY,28,27899759,11593264.0,53.333333333333336,9.0,17058963.0,Very Late / Risk
Vnwin7uAb8ZfUtJCwRdY,36,9005296,5005482.0,1.6,20.0,4657392.0,Slow but Steady
W5rZ3Qwlx0J7O4bLShsG,1,76500,90000.0,0.0,,,High Risk / Non-Payer
W7RV5xv0lH3oB4GJY20C,13,23880443,0.0,13.153846153846153,13.0,23880443.0,Slow but Steady
WJFEkTAbSCN4Qb5skWzo,30,7650614,3668626.0,26.875,16.0,3724886.0,Late Payer
WKULr22LKfbT76hNfvQV,1,75902,0.0,-10.0,1.0,75902.0,Prompt Payer
WPu4D3nif3gecnSsJROZ,7,173094,0.0,10.428571428571429,7.0,173094.0,Slow but Steady
WZIMyhuHZ67CxsKDRrT5,56,17558176,0.0,18.946428571428573,56.0,17558176.0,Late Payer
We6Bf8s1zWQrzvXBhXaG,1,1819649,2140763.0,0.0,,,High Risk / Non-Payer
WfLk5Mql7UpNovIJPp6C,55,134666159,6348574.0,53.34615384615385,52.0,128447187.0,Very Late / Risk
WnhWusL5dB6NIxrTWCND,43,14018621,101102.0,39.925,40.0,13923353.0,Late Payer
WnlQDEb44NrSdA6IJhyq,8,2685389,238240.0,32.0,7.0,2337181.0,Late Payer
WuJgVRcZJypDRNuU76O2,10,801975,118400.0,17.0,8.0,701335.0,Late Payer
WwIXkmqJLcZ9h97KSGhl,7,883620,59553.0,28.0,6.0,399171.0,Late Payer
X45JBcxBZnyJpAPH7b4l,11,1552654,1204312.0,22.5,2.0,528989.0,Late Payer
X67CPbGhgpSRxfQ5jNXx,4,8007585,0.0,83.75,4.0,8007585.0,Very Late / Risk
X7KDoztwcxzysJxWh3cv,110,57985817,13077872.09,7.246913580246914,81.0,46868693.0,Slow but Steady
X9D1x9vnaBL7xtY370H6,2,219990,138912.0,1.0,1.0,101915.0,Slow but Steady
XEjcUkcLpgCQ2wiuvvPz,2,2663412,0.0,98.5,2.0,2663412.0,Very Late / Risk
XVEp0DT8HzZRF5RzbKi1,1,1803709,0.0,5.0,1.0,1803709.0,Slow but Steady
Xe02GzfGL1BcR4anMT2B,37,2593072,448505.0,9.066666666666666,30.0,2211842.0,Slow but Steady
XfH0kR733n1WcLcvNmaQ,5,846430,0.0,6.0,5.0,846430.0,Slow but Steady
XjbFkM94unnBeZE64NVT,7,1205967,0.0,20.857142857142858,7.0,1205967.0,Late Payer
XmIrUAHrV6VU024sP0Xr,8,151470,0.0,83.25,8.0,151470.0,Very Late / Risk
XrksvWUdo7ERWGZVCUX4,18,3556294,1503949.0,5.875,8.0,2239825.0,Slow but Steady
XwZPMw2c4BrYHtq1OLno,11,1517200,415584.0,43.44444444444444,9.0,1163954.0,Late Payer
YAxOOywcxbBnHJptfn8u,4,233156,85750.0,-20.666666666666668,3.0,160268.0,Prompt Payer
YM9ngEflh2MzJGrs36uS,4,876881,0.0,19.0,4.0,876881.0,Late Payer
Yb8Ofwy24iX0Zy1S6jn9,8,585875,689264.0,0.0,,,High Risk / Non-Payer
YjV5IM4ZiDCfG0hH6cbW,3,353098,276266.0,13.0,1.0,118272.0,Slow but Steady
YlSPAu3aK78P2mFIcKzz,43,4543546,5345345.0,0.0,,,High Risk / Non-Payer
YmYrphVjZAgTA59RoGm5,38,3796232,870649.0,2.8666666666666667,30.0,3010121.0,Slow but Steady
Yt0LfCSjNzRB6EiTVURV,6,11670675,0.0,21.333333333333332,6.0,11670675.0,Late Payer
YvvTfIQ7Fb0npoHeKhet,4,2188146,0.0,96.5,4.0,2188146.0,Very Late / Risk
ZBKSXRPOv8GvoadqDZMt,35,2238380,1524688.0,11.789473684210526,19.0,942396.0,Slow but Steady
ZNGnE1ol1oNPIdWMGQnL,1,34680,0.0,2.0,1.0,34680.0,Slow but Steady
ZVxSMKzh2N82TzFnaIzG,17,709901,172044.0,-29.0,13.0,563662.0,Prompt Payer
ZW6w9gaZiYJ45oS7t5Bb,101,12281494,2498798.0,31.8,90.0,10066897.0,Late Payer
ZajL2AMRWWqQtTz9o2os,1,153360,0.0,0.0,1.0,153360.0,Prompt Payer
ZpBz4B797vgnIpTPVnrs,3,411528,0.0,46.0,3.0,411528.0,Very Late / Risk
ZpV81GjkqrGktBK9SlSt,105,10057172,871231.0,37.916666666666664,96.0,9218199.0,Late Payer
ZvIIpKBybDVQ8CHkE0kE,9,505750,0.0,8.555555555555555,9.0,505750.0,Slow but Steady
ZvtADtubWjCKIaUTqKhO,12,19859358,23275551.0,-2.0,1.0,60601.0,Prompt Payer
a5pRLhH9pUS1KHGy3YJ6,38,5968513,346725.0,-33.26470588235294,34.0,5651973.0,Prompt Payer
a9WUpC2gTw5lBGym9kSZ,2,208378,111514.0,7.0,1.0,113591.0,Slow but Steady
aDM9omRaKFlC645uY6t4,6,3131740,1082200.0,26.25,4.0,1997160.0,Late Payer
aLMq2Jo5tbzWlIXTYdhA,98,11353524,2803554.0,23.567164179104477,67.0,8964656.0,Late Payer
aLPgqNyvXQbISxlPqpMb,6,1993739,704206.56,167.0,3.0,1010310.0,Very Late / Risk
aLR3ty9Yy6HnszAJhacD,10,618429,0.0,21.9,10.0,618429.0,Late Payer
aO9Hnbs3sOPIZqFTHrHf,2,301195,0.0,0.0,2.0,301195.0,Prompt Payer
aPBtcPqs36U0dN6BN1of,38,10538195,0.0,90.13157894736842,38.0,10538195.0,Very Late / Risk
aRFFBpWHUdkPoI1CZeHz,24,2835556,1514348.0,17.916666666666668,12.0,1208791.0,Late Payer
aRP7838eR4ah4Xped4Q2,2,168654,0.0,56.5,2.0,168654.0,Very Late / Risk
aWswOgJZxKq3KTnhxx3F,4,1048936,1234042.0,0.0,,,High Risk / Non-Payer
aqgGZfp4kbL63XLUilZE,5,17453940,20534047.0,0.0,,,High Risk / Non-Payer
aqxE2iUMkg2CDUaHHiHO,4,283699,333763.0,0.0,,,High Risk / Non-Payer
av7WUrH4MIf0hVzABT2G,4,302175,0.0,17.75,4.0,302175.0,Late Payer
bA2Twt595prTBqRtOOSm,57,7666607,0.0,41.03508771929825,57.0,7666607.0,Late Payer
bCkPvPBhW7vlUVq7NzUE,3,205989,0.0,36.0,3.0,205989.0,Late Payer
bNU5YNfdZon6Oj8NiHhv,7,2319205,433500.0,16.833333333333332,6.0,1950730.0,Late Payer
bNbMp0zgLS8FdNPrWAzb,2,691591,390513.0,8.0,1.0,359655.0,Slow but Steady
bPBZIvFiIE1ZbZjvuYm7,250,38124068,8042496.0,66.3798076923077,208.0,31287954.0,Very Late / Risk
bp1evZYjwarCVSaPPUin,790,101695040,0.0,-0.16962025316455695,790.0,101695040.0,Prompt Payer
bpAy3rzMF16SZiREh69g,4,1383120,1587937.0,0.0,,,High Risk / Non-Payer
btT2IsVvQ1AbPUHAPkw1,4,1441813,196250.0,69.0,2.0,906610.0,Very Late / Risk
bziNEI7rsbLiMvHqpNgZ,50,4074015,3033.0,33.6530612244898,49.0,4055655.0,Late Payer
cAZ1GfmspxNnk7myr0sJ,18,28804545,0.0,36.27777777777778,18.0,28804545.0,Late Payer
cDpoxXCao1C1T60BLJLh,25,6271020,2399800.0,11.647058823529411,17.0,4231190.0,Slow but Steady
ceRFkzWOzgrfWMxMJa60,35,64739290,53511697.0,181.7,10.0,19183170.0,Very Late / Risk
cjItZxTBvTC4eKv4yfXZ,4,4502544,1600696.0,24.5,2.0,2461953.0,Late Payer
cjweqhKHBHDY6UvJlkKr,1,148746,174995.0,0.0,,,High Risk / Non-Payer
cl5ZgL0xjWOn8vapJzxD,5,108460,0.0,-13.0,5.0,108460.0,Prompt Payer
cnvYYBhyVfCMKvs3SnAF,2,36211,0.0,4.5,2.0,36211.0,Slow but Steady
crYH4NdlL646JdVdyrJg,1,1556914,252257.0,0.0,,,High Risk / Non-Payer
d5DNdYe04BpkyOmMve3H,119,8644598,775.0,8.504273504273504,117.0,8431378.0,Slow but Steady
d7TGNQ5d4K9vUrto6194,2,76024,0.0,15.0,2.0,76024.0,Slow but Steady
dIlpEISkvVGCDp0OOhpi,4,332754,0.0,6.0,4.0,332754.0,Slow but Steady
dMX7HPHNr3ZE3atIMBpq,2,217062,255367.0,0.0,,,High Risk / Non-Payer
dVLAeX1yd1AkA82rcvCm,5,6086881,2611325.0,120.66666666666667,3.0,3867255.0,Very Late / Risk
dYKpFF80TDjNifLt1nsx,113,61870777,0.0,2.982300884955752,113.0,61870777.0,Slow but Steady
dYRXEKydUdzj4UKka2c1,1,209928,0.0,29.0,1.0,209928.0,Late Payer
dd3BekSl8eyhhqLtBHxB,17,12375662,7445.0,-35.86666666666667,15.0,7941932.0,Prompt Payer
dhRrdxP6NpaR6ESAzZtu,1,1291484,0.0,4.0,1.0,1291484.0,Slow but Steady
dvi5HRWqyNURXmIJBt4g,9,423813,0.0,16.555555555555557,9.0,423813.0,Late Payer
dxCTGQrx5lSQFvzc4106,23,991815,0.0,6.478260869565218,23.0,991815.0,Slow but Steady
e0rDP5QrvBSub9O3CaBo,5,396092,465991.0,0.0,,,High Risk / Non-Payer
e7GmaRoBiwsb0KZc1Wn2,10,3923511,990539.0,26.833333333333332,6.0,3081553.0,Late Payer
eCIXcu3XHB9lSXPdwV6N,7,1044043,158371.0,71.75,4.0,876084.0,Very Late / Risk
eHujsKPx6zyvGUmd1mIc,6,123420,0.0,-2.3333333333333335,6.0,123420.0,Prompt Payer
eVUFOwvU8BfIzsDV6OLv,14,1828769,0.0,29.214285714285715,14.0,1828769.0,Late Payer
eh5y0vqOyY0lnvyOR6uw,19,7070514,4065401.0,34.25,8.0,2645753.0,Late Payer
ehfPZs6dDZlc3AAoxE2f,15,4116875,509194.0,73.38461538461539,13.0,3658484.0,Very Late / Risk
evgHDUMZz8J09F7fuMck,3,2544107,0.0,15.0,3.0,2544107.0,Slow but Steady
eySe3iDDwV95NL97TZh0,1,1819688,0.0,10.0,1.0,1819688.0,Slow but Steady
eyyv5lF7lWL6eTRKLpkZ,1,150450,0.0,0.0,1.0,150450.0,Prompt Payer
ezzMZfU1oNWPUkPMVeHU,16,1894897,731246.0,2.533333333333333,15.0,1273338.0,Slow but Steady
f2UTCSPIvD4iITt5i5Z6,1,137275,161500.0,0.0,,,High Risk / Non-Payer
fLjbDSdD720zFtevYoms,1,147900,0.0,61.0,1.0,147900.0,Very Late / Risk
fXLWSWw6sGPDHTjRCIqc,116,23831191,12679186.0,14.471428571428572,70.0,13053882.0,Slow but Steady
fgJi4gOoy2UNmsKSJ8mB,3,80729,3275.0,-3.5,2.0,44540.0,Prompt Payer
flIEhtXPmVumrZJ0Mk8Q,13,474312,331946.0,16.333333333333332,6.0,192158.0,Late Payer
ftDPGEQ2TnqXmxOzU1Zu,1,95880,112800.0,0.0,,,High Risk / Non-Payer
fxbwHXTVOE0XTgHCEFMV,3,59968,0.0,-8.0,3.0,59968.0,Prompt Payer
g2pUQa3OrMBohXgtbaMu,1,1936909,578717.0,0.0,,,High Risk / Non-Payer
gNhrVrDqofulLIZSWKxN,13,3145568,106392.0,24.636363636363637,11.0,3052991.0,Late Payer
gTETeJqHgpmsKaEC9muU,12,2995146,364344.0,61.0,9.0,2531047.0,Very Late / Risk
gVdcENfRkhxrPVcOEjxu,5,12174098,4533734.0,-11.0,4.0,8320424.0,Prompt Payer
gamjAwI3VnxuEuLD7mwT,541,88131646,36503934.0,30.857142857142858,350.0,56846528.0,Late Payer
gfNzuGKUbxYF1asYpV4N,6,9296889,2251021.0,-2.2,5.0,7383521.0,Prompt Payer
gpoz4aavA6IsgheSXlgX,10,461254,0.0,87.2,10.0,461254.0,Very Late / Risk
gvTPAv5dvt4rgePXuVpO,1,984813,1158604.0,0.0,,,High Risk / Non-Payer
h2p5IOtNOiuaj4re2Dt0,1,1812233,0.0,12.0,1.0,1812233.0,Slow but Steady
h4WMsibyC6pOO90FfBBs,5,116025,0.0,35.0,5.0,116025.0,Late Payer
h7ynoQRLTYtE3BJzpMBi,36,21333185,4690890.0,26.0,28.0,17345928.0,Late Payer
h86sB56WHyQABMxL70mp,20,2824291,1685062.0,10.571428571428571,7.0,1205280.0,Slow but Steady
hApX61Phn5Gr2Jk30Uva,3,378755,0.0,10.666666666666666,3.0,378755.0,Slow but Steady
hEPEHQbYuWuVScTWjoUc,16,37156969,5827003.0,28.23076923076923,13.0,30236078.0,Late Payer
hEbdIDWrltJSwXzpsyaM,8,753046,0.0,87.875,8.0,753046.0,Very Late / Risk
hI5woxrUOwTzCM0p4YUE,4,1231480,1448800.0,0.0,,,High Risk / Non-Payer
hMdCSkQM7xqOiKXHt1Im,37,30342490,4057689.0,20.153846153846153,26.0,26893455.0,Late Payer
hQAmXBofogCHvJFRF271,3,240083,205675.0,-54.0,1.0,65259.0,Prompt Payer
hV8D8eUPdpAG6wkw62Uu,4,1546819,1819788.0,0.0,,,High Risk / Non-Payer
hcy0SIYkaGSK08Vakvxs,11,1040089,1223635.0,0.0,,,High Risk / Non-Payer
hjn7bIMzm1NRjzNU0CyD,6,399055,0.0,2.8333333333333335,6.0,399055.0,Slow but Steady
huIXEhxBfSOq548jUIhM,159,174424881,82050469.0,82.87,100.0,104597950.0,Very Late / Risk
hxqG9XWajLuQEehehem6,7,1636683,0.0,65.42857142857143,7.0,1636683.0,Very Late / Risk
i4w6v1Ft9HJTaSYFGADc,6,1131013,0.0,9.333333333333334,6.0,1131013.0,Slow but Steady
i8Y5saxgGWuvW53ITUQl,4,5043630,3433683.0,82.0,1.0,1383508.0,Very Late / Risk
iArRANod8T5FxXZM0xif,6,745790,0.0,24.333333333333332,6.0,745790.0,Late Payer
iBzbnZwst5KzjzX7IxeQ,1,433873,0.0,63.0,1.0,433873.0,Very Late / Risk
iH018mAualOKOokiq2Qu,14,4423677,12505.0,6.846153846153846,13.0,4403440.0,Slow but Steady
iNEiKpeSlxh91ioqd6Kr,3,333207,142204.0,19.0,2.0,212334.0,Late Payer
iWEOP3YWvAUj6Gg2B4oO,21,4358946,0.0,81.0952380952381,21.0,4358946.0,Very Late / Risk
ij5xRb7ZiSKU2WZVD72T,2,1259771,0.0,-17.5,2.0,1259771.0,Prompt Payer
irafF5rpHRyBsMIJSvLB,19,2018708,345950.0,35.4,15.0,1672758.0,Late Payer
jIPEfQ9Cx69VZB1vIYvu,4,301070,0.0,8.75,4.0,301070.0,Slow but Steady
jIxzNGgPosqbKxAydsVr,2,1310319,291552.0,0.0,,,High Risk / Non-Payer
jIyBZcByi9uwMVvkzif8,1,206040,7400.0,0.0,,,High Risk / Non-Payer
jKnEnLPOK4efmjABqqRH,1,951979,14463.0,0.0,,,High Risk / Non-Payer
jOuEulV1d2lFa5lW0QZX,4,6888817,0.0,16.0,4.0,6888817.0,Late Payer
jSzBdtUGwhqJwu8XcE1y,6,1143466,0.0,20.0,6.0,1143466.0,Late Payer
jVvfblczj8ZggZF0lK60,2,857486,677556.0,11.0,1.0,281563.0,Slow but Steady
jWBLnmNSwl27WKr7HO4G,49,78888464,56123450.0,37.8,20.0,27225201.0,Late Payer
jkdy8j7OPBiMUkzNEdrd,4,100602,0.0,42.5,4.0,100602.0,Late Payer
jotXPm0ujkOLCDOQHCfM,27,1562354,173583.0,51.291666666666664,24.0,1361099.0,Very Late / Risk
jt1L3hAoGzsCOqOCkjBm,5,634950,0.0,36.0,5.0,634950.0,Late Payer
jwluB4jItJOpr9lCG89K,5,242760,0.0,-7.0,5.0,242760.0,Prompt Payer
kALsymEb2wujiPvDLmmA,173,47140659,36713129.0,25.296875,64.0,15934496.0,Late Payer
kAcczWdpGA3nZ3Vky3Dt,1,176269,0.0,7.0,1.0,176269.0,Slow but Steady
kE94QhIkkV3BAVtftPLZ,18,1668380,0.0,15.666666666666666,18.0,1668380.0,Late Payer
kEXUTCxGvMlyoW4O2jLS,1,502971,591731.0,0.0,,,High Risk / Non-Payer
kF9XRTfX6JxhrpnYaNex,110,2713083,1391850.0,9.766666666666667,60.0,1517150.0,Slow but Steady
kFYhr0ysHD65lYANjfr1,7,5494858,6409079.0,0.0,,,High Risk / Non-Payer
kKnjNJpllmwLsc7TgrOv,4,216241,86400.0,2.0,2.0,125014.0,Slow but Steady
kMjaBbUxapW8emLfKb0f,20,23320226,0.0,1.5,20.0,23320226.0,Slow but Steady
kaLINOS92VnxzA04wjJ1,1,128159,0.0,26.0,1.0,128159.0,Late Payer
kuaqwc6pirqE3hBGJKVW,25,6791494,7854539.0,-25.0,1.0,115133.0,Prompt Payer
lG0iqaK97npLVss54n35,1,28836,0.0,244.0,1.0,28836.0,Very Late / Risk
lZjDZCqxoYPzKEkahQUq,2,2450207,0.0,0.5,2.0,2450207.0,Slow but Steady
lbHQFdZcUoXpNQK9lcFy,4,926400,0.0,180.25,4.0,926400.0,Very Late / Risk
lcf2JhiIG9VtttWd9u05,7,1227623,844260.0,116.5,2.0,302507.0,Very Late / Risk
lesV2asmO5Av6Y0gHY3L,3,4945011,0.0,7.0,3.0,4945011.0,Slow but Steady
lhF03L7I5kMc7bxLih1A,25,1670405,750771.0,96.92857142857143,14.0,930086.0,Very Late / Risk
lqanF8zMT6z1cT0SjuU8,9,396185,0.0,129.66666666666666,9.0,396185.0,Very Late / Risk
lt9VZR6Sa0kC2RZLHKyW,105,14726411,0.0,-1.9142857142857144,105.0,14726411.0,Prompt Payer
lujY0rUNVzvx80az3nKf,286,35570477,7011555.0,10.551111111111112,225.0,29164180.0,Slow but Steady
lyxZcfvMiDGwiYcRjC0u,1,9180,0.0,0.0,1.0,9180.0,Prompt Payer
m04S2YKhKsVHjMSHho4H,1,1244829,0.0,3.0,1.0,1244829.0,Slow but Steady
